x y
37.91270281543094 0.00015027918852865695
103.01961613455438 0.00023429058492183686
256.874353036275 0.00042121219448745253
610.3675728937825 0.000865078205242753
1407.48094047024 0.0016293636057525874
3180.5484910038895 0.003125683031976223
7082.965650802562 0.006188535410910845
26545.468141819085 0.01868421258404851
46985.41412375076 0.03629810819402337
90472.03609124602 0.10535731702111661
218259.29204522565 0.4739345172420144
303879.02179298375 0.9014335097745061
994212.5363592021 8.084286595601588
1008975.2318815308 8.407916139578447
4461439.807844033 143.2896213949658
19783989.434978973 2540.911702283076
