x y
8.958797346140274 2.5200992822647136e-05
11.675460894331879 0.00020167558453977087
14.55609079175885 0.0003527736384421583
20.723265836946414 0.0002810860052704818
23.978952727983707 9.394495747983456e-05
256.874353036275 0.0007451918441802265
610.3675728937825 0.0006967888120561838
1407.48094047024 0.0006469824444502595
3180.5484910038895 0.0006605319865047934
7082.965650802562 0.0006808464508503663
15598.971178262998 0.0006912192516028877
303879.02179298375 0.00045581888407464355
1008975.2318815308 0.00507188532501468
