x y
0.0 0.01933244802057743
1.0 0.019626198336482048
2.0 0.1310180202126503
3.0 0.019877776503562927
4.0 0.019291847944259644
5.0 0.01947360299527645
6.0 0.24877425283193588
7.0 0.19217087887227535
8.0 0.019254401326179504
9.0 0.019687211140990257
10.0 0.018882790580391884
11.0 0.019200371578335762
12.0 0.01919678784906864
13.0 0.019813071936368942
14.0 0.020340312272310257
15.0 0.019001100212335587
16.0 0.018934354186058044
17.0 0.019315842539072037
18.0 0.020026572048664093
19.0 0.10936705209314823
20.0 0.019414173439145088
21.0 0.43480307050049305
22.0 0.019014574587345123
23.0 0.01882920414209366
24.0 0.01924550160765648
25.0 0.019320828840136528
26.0 0.01965813711285591
27.0 0.24413767829537392
28.0 0.01913823001086712
29.0 0.019764795899391174
30.0 0.01911872811615467
31.0 0.01999770663678646
32.0 0.037237757816910744
33.0 0.2794621828943491
34.0 0.02187766134738922
35.0 0.019839448854327202
36.0 0.018889039754867554
37.0 0.01943613588809967
38.0 0.01954677887260914
39.0 0.01921548880636692
40.0 0.019070567563176155
41.0 0.01903604343533516
42.0 0.019127430394291878
43.0 0.019233621656894684
44.0 0.019624751061201096
45.0 0.019292140379548073
46.0 0.01988275721669197
47.0 0.019348464906215668
48.0 0.01932729035615921
49.0 0.018766405060887337
50.0 0.01916913501918316
51.0 0.01920791156589985
52.0 0.13858630135655403
53.0 0.018942944705486298
54.0 0.018617698922753334
55.0 0.01952281966805458
56.0 0.1550067476928234
57.0 0.019264420494437218
58.0 0.019185859709978104
59.0 0.020017404109239578
60.0 0.019976412877440453
61.0 0.019085044041275978
62.0 0.04593120515346527
63.0 0.01961372420191765
64.0 0.06617973744869232
65.0 0.019400829449295998
66.0 0.019399989396333694
67.0 0.11817177757620811
68.0 0.019194593653082848
69.0 0.01907697692513466
70.0 0.01907571405172348
71.0 0.018990008160471916
72.0 0.020506635308265686
73.0 0.019072260707616806
74.0 0.01913742907345295
75.0 0.01932724379003048
76.0 0.01929442770779133
77.0 0.019285695627331734
78.0 0.020151056349277496
79.0 0.019400157034397125
80.0 0.019627032801508904
81.0 0.020286329090595245
82.0 0.019246894866228104
83.0 0.04421019181609154
84.0 0.018992822617292404
85.0 0.019170233979821205
86.0 0.01946762390434742
87.0 0.019464388489723206
88.0 0.019420946016907692
89.0 0.01898244023323059
90.0 0.019242141395807266
91.0 0.01952388510107994
92.0 0.01930178888142109
93.0 0.019046057015657425
94.0 0.019532129168510437
95.0 0.01886388659477234
96.0 0.019370924681425095
97.0 0.01890687271952629
98.0 0.01938016526401043
99.0 0.018986983224749565
