x y
0.0 0.01138368621468544
1.0 0.009235560894012451
2.0 0.011373339220881462
3.0 0.011797046288847923
4.0 0.01146557368338108
5.0 0.011431785300374031
6.0 0.01200786978006363
7.0 0.012628704309463501
8.0 0.01143108680844307
9.0 0.011700740084052086
10.0 0.011811327189207077
11.0 0.009017031639814377
12.0 0.011568361893296242
13.0 0.011655556038022041
14.0 0.007065178826451302
15.0 0.0071006882935762405
16.0 0.007011013105511665
17.0 0.0069925859570503235
18.0 0.007245063781738281
19.0 0.00732971727848053
20.0 0.00710691511631012
21.0 0.007370812818408012
22.0 0.006817184388637543
23.0 0.006565036252140999
24.0 0.007124233990907669
25.0 0.00684114545583725
26.0 0.021404139697551727
27.0 0.022649886086583138
28.0 0.021890059113502502
29.0 0.02153351716697216
30.0 0.16196547634899616
31.0 0.022192468866705894
32.0 0.6194367203861475
33.0 0.6230804454535246
34.0 0.021998539566993713
35.0 0.620929354801774
36.0 0.021570319309830666
37.0 0.6126637607812881
38.0 0.16060323640704155
39.0 0.0219270009547472
40.0 0.02275269106030464
41.0 0.021385176107287407
42.0 0.021628407761454582
43.0 0.021971598267555237
44.0 0.021790213882923126
45.0 0.021879060193896294
46.0 0.6235723998397589
47.0 0.022414715960621834
48.0 0.0217880979180336
49.0 0.16191286407411098
50.0 0.021810382604599
51.0 0.02136295847594738
52.0 0.6193059105426073
53.0 0.021472416818141937
54.0 0.021439630538225174
55.0 0.022052064538002014
56.0 0.021442905068397522
57.0 0.02181164361536503
58.0 0.021791599690914154
59.0 0.021491777151823044
60.0 0.02147381566464901
61.0 0.021489063277840614
62.0 0.021659085527062416
63.0 0.02163701504468918
64.0 0.6211996637284756
65.0 0.022150196135044098
66.0 0.6165302190929651
67.0 0.0217860359698534
68.0 0.017996065318584442
69.0 0.04744962975382805
70.0 0.01771719567477703
71.0 0.017707059159874916
72.0 0.04737162031233311
73.0 0.16206035017967224
74.0 0.0182031337171793
75.0 0.01844196766614914
76.0 0.017586972564458847
77.0 0.16265211440622807
78.0 0.017668813467025757
79.0 0.017510447651147842
80.0 0.1648578941822052
81.0 0.016377042979002
82.0 0.018933814018964767
83.0 0.05052475072443485
84.0 0.015812233090400696
85.0 0.016252601519227028
86.0 0.016042103990912437
87.0 0.016521334648132324
88.0 0.0503800343722105
89.0 0.011908356100320816
90.0 0.015223734080791473
91.0 0.014766599982976913
92.0 0.014586683362722397
93.0 0.014632435515522957
94.0 0.014953495934605598
95.0 0.014180133119225502
96.0 0.014113260433077812
97.0 0.014470579102635384
98.0 0.01431550644338131
99.0 0.012843707576394081
