x y
0.0 0.060114266350865364
1.0 0.04825075343251228
2.0 0.048525258898735046
3.0 0.04923009127378464
4.0 0.04926290549337864
5.0 0.04926364682614803
6.0 0.04776487126946449
7.0 0.047727689146995544
8.0 0.0479581244289875
9.0 0.08416139520704746
10.0 0.04829186387360096
11.0 0.047366656363010406
12.0 0.0483225341886282
13.0 0.04931383766233921
14.0 0.049783239141106606
15.0 0.32730012387037277
16.0 0.0487169474363327
17.0 0.15591919235885143
18.0 0.13443128764629364
19.0 0.04793896712362766
20.0 0.051073528826236725
21.0 0.04836153984069824
22.0 0.048947716131806374
23.0 0.048571180552244186
24.0 0.0488220676779747
25.0 0.04789065569639206
26.0 0.08649844489991665
27.0 0.0475887805223465
28.0 0.047821903601288795
29.0 0.04943016543984413
30.0 0.049369845539331436
31.0 0.2807915136218071
32.0 0.048324065282940865
33.0 0.04781527444720268
34.0 0.0495424997061491
35.0 0.049495942890644073
36.0 0.0473894402384758
37.0 0.04800507798790932
38.0 0.04768316447734833
39.0 0.04851887188851833
40.0 0.04774614796042442
41.0 0.062367213889956474
42.0 0.047977836802601814
43.0 0.049997901543974876
44.0 0.04794356785714626
45.0 0.04948870837688446
46.0 0.4797193184494972
47.0 0.04828081279993057
48.0 0.047845182940363884
49.0 0.062481220811605453
50.0 0.04672943241894245
51.0 0.047391438856720924
52.0 0.04887335188686848
53.0 0.047195710241794586
54.0 0.04762317053973675
55.0 0.05104057677090168
56.0 0.0482194647192955
57.0 0.04726473428308964
58.0 0.19261253252625465
59.0 0.049530910328030586
60.0 0.2017145399004221
61.0 0.0950979832559824
62.0 0.049654822796583176
63.0 0.04867313243448734
64.0 0.04796038381755352
65.0 0.04809644818305969
66.0 0.10281769186258316
67.0 0.04718136042356491
68.0 0.04755927808582783
69.0 0.04753312095999718
70.0 0.04816427081823349
71.0 0.04812650382518768
72.0 0.05052000842988491
73.0 0.04927891120314598
74.0 0.04831721447408199
75.0 0.04818664491176605
76.0 0.04816268011927605
77.0 0.04920855164527893
78.0 0.04953542910516262
79.0 0.04859348572790623
80.0 0.04837540537118912
81.0 0.2445649951696396
82.0 0.047983476892113686
83.0 0.04987919703125954
84.0 0.04798249527812004
85.0 0.047331614419817924
86.0 0.04841076582670212
87.0 0.04755588807165623
88.0 0.04806826449930668
89.0 0.04946822300553322
90.0 0.04756953939795494
91.0 0.0629266370087862
92.0 0.049613241106271744
93.0 0.048107534646987915
94.0 0.04950863681733608
95.0 0.04823658801615238
96.0 0.04842708446085453
97.0 0.04745625518262386
98.0 0.04817640595138073
99.0 0.04800414480268955
