x y
0.0 0.010393835604190826
1.0 0.009986773133277893
2.0 0.009789776057004929
3.0 0.010131167247891426
4.0 0.009925907477736473
5.0 0.027611982077360153
6.0 0.03523989953100681
7.0 0.031244657933712006
8.0 0.0336642824113369
9.0 0.010304545983672142
10.0 0.010455681011080742
11.0 0.0418318472802639
12.0 0.010521827265620232
13.0 0.010306760668754578
14.0 0.010042062029242516
15.0 0.010059971362352371
16.0 0.010096447542309761
17.0 0.01025296002626419
18.0 0.010516097769141197
19.0 0.010694725438952446
20.0 0.010650383308529854
21.0 0.08586104959249496
22.0 0.010174212977290154
23.0 0.010175619274377823
24.0 0.01019362173974514
25.0 0.10878913663327694
26.0 0.010075028985738754
27.0 0.0101474579423666
28.0 0.010394398123025894
29.0 0.01025446504354477
30.0 0.010071946308016777
31.0 0.010308612138032913
32.0 0.1399028468877077
33.0 0.010610505938529968
34.0 0.1587578970938921
35.0 0.010619103908538818
36.0 0.15492952428758144
37.0 0.009756751358509064
38.0 0.16936461068689823
39.0 0.010250234976410866
40.0 0.01019505225121975
41.0 0.009682990610599518
42.0 0.010482700541615486
43.0 0.00983332097530365
44.0 0.009797541424632072
45.0 0.010107053443789482
46.0 0.01030942052602768
47.0 0.009959768503904343
48.0 0.21713092178106308
49.0 0.010676654055714607
50.0 0.01061667874455452
51.0 0.010707449167966843
52.0 0.01055062748491764
53.0 0.010778822004795074
54.0 0.011438362300395966
55.0 0.010247871279716492
56.0 0.010948844254016876
57.0 0.26057354360818863
58.0 0.010285252705216408
59.0 0.010117175057530403
60.0 0.010110992938280106
61.0 0.010224912315607071
62.0 0.01025397703051567
63.0 0.009872909635305405
64.0 0.010007726028561592
65.0 0.00984925962984562
66.0 0.00991300493478775
67.0 0.010379765182733536
68.0 0.010349433869123459
69.0 0.010139988735318184
70.0 0.01006433367729187
71.0 0.010238677263259888
72.0 0.01103932410478592
73.0 0.010537652298808098
74.0 0.010594595223665237
75.0 0.010546715930104256
76.0 0.011510178446769714
77.0 0.011231053620576859
78.0 0.010126335546374321
79.0 0.01010030135512352
80.0 0.011087510734796524
81.0 0.010122928768396378
82.0 0.010527713224291801
83.0 0.010473540052771568
84.0 0.010358467698097229
85.0 0.010766124352812767
86.0 0.010594353079795837
87.0 0.010405918583273888
88.0 0.010373638942837715
89.0 0.010255210101604462
90.0 0.01091127097606659
91.0 0.010786144062876701
92.0 0.01018095575273037
93.0 0.010617699474096298
94.0 0.010617004707455635
95.0 0.01155145838856697
96.0 0.010521555319428444
97.0 0.010353738442063332
98.0 0.01030750758945942
99.0 0.010620785877108574
