x y
0.0 0.012328503653407097
1.0 0.00542466901242733
2.0 0.01009407453238964
3.0 0.005399711430072784
4.0 0.012568788602948189
5.0 0.0054550208151340485
6.0 0.012639660388231277
7.0 0.012589231133460999
8.0 0.009584149345755577
9.0 0.012146640568971634
10.0 0.01271652989089489
11.0 0.005533890798687935
12.0 0.012175019830465317
13.0 0.012129092589020729
14.0 0.012823296710848808
15.0 0.012166883796453476
16.0 0.012686032801866531
17.0 0.012055100873112679
18.0 0.0054297298192977905
19.0 0.01283830776810646
20.0 0.011339601129293442
21.0 0.013025576248764992
22.0 0.005607558414340019
23.0 0.012627912685275078
24.0 0.012408077716827393
25.0 0.012784618884325027
26.0 0.011162800714373589
27.0 0.005494536831974983
28.0 0.009792238473892212
29.0 0.013026727363467216
30.0 0.005561698228120804
31.0 0.012569969519972801
32.0 0.01087145321071148
33.0 0.012625107541680336
34.0 0.013558544218540192
35.0 0.011704139411449432
36.0 0.0126110278069973
37.0 0.012616129592061043
38.0 0.012567481026053429
39.0 0.012502169236540794
40.0 0.011748529970645905
41.0 0.005344381555914879
42.0 0.009457828477025032
43.0 0.01318349875509739
44.0 0.0121993999928236
45.0 0.007569503039121628
46.0 0.012501828372478485
47.0 0.012783942744135857
48.0 0.007818041369318962
49.0 0.01179240457713604
50.0 0.011487031355500221
51.0 0.01265268586575985
52.0 0.012666791677474976
53.0 0.012330878525972366
54.0 0.007583679631352425
55.0 0.00937592051923275
56.0 0.012250315397977829
57.0 0.012924609705805779
58.0 0.012552503496408463
59.0 0.012789696455001831
60.0 0.013376260176301003
61.0 0.012732811272144318
62.0 0.005925813689827919
63.0 0.013137925416231155
64.0 0.012022007256746292
65.0 0.012673091143369675
66.0 0.010775748640298843
67.0 0.007609754800796509
68.0 0.012206733226776123
69.0 0.012801270931959152
70.0 0.01225348562002182
71.0 0.005719590932130814
72.0 0.013554351404309273
73.0 0.013448935002088547
74.0 0.012149613350629807
75.0 0.005370881408452988
76.0 0.01239045150578022
77.0 0.013248816132545471
78.0 0.012900423258543015
79.0 0.01363249309360981
80.0 0.005692724138498306
81.0 0.012687327340245247
82.0 0.012496192008256912
83.0 0.01308511197566986
84.0 0.012693168595433235
85.0 0.01347736082971096
86.0 0.005650795996189117
87.0 0.013185698539018631
88.0 0.005624260753393173
89.0 0.013716759160161018
90.0 0.010502045974135399
91.0 0.012763569131493568
92.0 0.012901144102215767
93.0 0.013144180178642273
94.0 0.013124508783221245
95.0 0.012668395414948463
96.0 0.010712312534451485
97.0 0.012241311371326447
98.0 0.011944254860281944
99.0 0.012071296572685242
