x y
0.0 0.05774982087314129
1.0 0.06419868022203445
2.0 0.06992878578603268
3.0 0.06533646397292614
4.0 0.0700071919709444
5.0 0.04762577638030052
6.0 0.047786545008420944
7.0 0.047678979113698006
8.0 0.04765133187174797
9.0 0.04902912490069866
10.0 0.04772698134183884
11.0 0.04796577990055084
12.0 0.12541085295379162
13.0 0.04781039617955685
14.0 0.04738050140440464
15.0 0.13512076810002327
16.0 0.13953200355172157
17.0 0.04781275615096092
18.0 0.0472820159047842
19.0 0.04789081960916519
20.0 0.0476399902254343
21.0 0.04919276386499405
22.0 0.04721519351005554
23.0 0.04934393800795078
24.0 0.19469666853547096
25.0 0.04648294672369957
26.0 0.04641822539269924
27.0 0.04990273527801037
28.0 0.04710262827575207
29.0 0.04672931134700775
30.0 0.048273755237460136
31.0 0.0465606153011322
32.0 0.046489421278238297
33.0 0.048733003437519073
34.0 0.04645361006259918
35.0 0.04697332717478275
36.0 0.046662067994475365
37.0 0.0477366354316473
38.0 0.046099647879600525
39.0 0.04704112373292446
40.0 0.04544259421527386
41.0 0.0471909549087286
42.0 0.04735124856233597
43.0 0.04630647413432598
44.0 0.047530561685562134
45.0 0.045967401936650276
46.0 0.04579448513686657
47.0 0.047143397852778435
48.0 0.046627823263406754
49.0 0.047258635982871056
50.0 0.04635056480765343
51.0 0.0491279736161232
52.0 0.04664781875908375
53.0 0.3782027047127485
54.0 0.04708649776875973
55.0 0.04694913513958454
56.0 0.04706055484712124
57.0 0.045714231207966805
58.0 0.4207328371703625
59.0 0.0466834120452404
60.0 0.04613179713487625
61.0 0.04760370030999184
62.0 0.047592343762516975
63.0 0.04621330462396145
64.0 0.04784690961241722
65.0 0.046859484165906906
66.0 0.43779608607292175
67.0 0.04660012014210224
68.0 0.047156697139143944
69.0 0.04792511276900768
70.0 0.04790914244949818
71.0 0.04589945077896118
72.0 0.04891235567629337
73.0 0.047318361699581146
74.0 0.04607279412448406
75.0 0.50148013420403
76.0 0.046905359253287315
77.0 0.04588859714567661
78.0 0.04750743322074413
79.0 0.04832376725971699
80.0 0.04769963212311268
81.0 0.04613264091312885
82.0 0.04931749776005745
83.0 0.048422181978821754
84.0 0.046438200399279594
85.0 0.5632377434521914
86.0 0.04877960495650768
87.0 0.047468921169638634
88.0 0.04584860987961292
89.0 0.04881829023361206
90.0 0.04841292463243008
91.0 0.046484190970659256
92.0 0.04638037271797657
93.0 0.04914260283112526
94.0 0.048777949064970016
95.0 0.04681749641895294
96.0 0.04763531871140003
97.0 0.04993510991334915
98.0 0.04934363067150116
99.0 0.046590352430939674
